# Mean_MJD=56751.340
# RMID=160 SOURCE_TYPE=RM_TILE1
# ZFINAL=0.3593
# EPOCH=17
# PLATE=7339 MJD=56751 FIBERID=0621
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  9.7038e+00  0.0000e+00    88080384    88080384
  3567.796  9.7010e+00  0.0000e+00    88080384    88080384
  3568.617  9.6982e+00  0.0000e+00    88080384    88080384
  3569.439  9.6954e+00  0.0000e+00    88080384    88080384
  3570.261  9.6926e+00  0.0000e+00    88080384    88080384
  3571.083  9.6898e+00  0.0000e+00    88080384    88080384
  3571.906  9.6871e+00  0.0000e+00    88080384    88080384
  3572.728  9.6843e+00  0.0000e+00    88080384    88080384
  3573.551  9.6815e+00  0.0000e+00    88080384    88080384
  3574.374  9.6788e+00  0.0000e+00    88080384    88080384
  3575.197  9.6760e+00  0.0000e+00    88080384    88080384
  3576.020  9.6733e+00  0.0000e+00    88080384    88080384
  3576.844  9.6705e+00  0.0000e+00    88080384    88080384
  3577.668  9.6678e+00  0.0000e+00    88080384    88080384
  3578.491  9.6651e+00  0.0000e+00    88080384    88080384
  3579.315  9.6623e+00  0.0000e+00    88080384    88080384
  3580.140  9.6596e+00  0.0000e+00    88080384    88080384
  3580.964  9.6569e+00  0.0000e+00    88080384    88080384
  3581.789  9.6542e+00  0.0000e+00    88080384    88080384
  3582.614  9.6515e+00  0.0000e+00    88080384    88080384
  3583.439  9.6488e+00  0.0000e+00    88080384    88080384
  3584.264  9.6461e+00  0.0000e+00    88080384    88080384
  3585.089  9.6434e+00  0.0000e+00    88080384    88080384
  3585.915  9.6407e+00  0.0000e+00    88080384    88080384
  3586.741  9.6380e+00  0.0000e+00    88080384    88080384
  3587.567  9.6353e+00  0.0000e+00    88080384    88080384
  3588.393  9.6326e+00  0.0000e+00    88080384    88080384
  3589.219  9.6299e+00  0.0000e+00    88080384    88080384
  3590.046  9.6273e+00  0.0000e+00    88080384    88080384
  3590.872  9.6246e+00  0.0000e+00    88080384    88080384
  3591.699  9.6219e+00  0.0000e+00    88080384    88080384
  3592.526  9.6193e+00  0.0000e+00    88080384    88080384
  3593.354  9.6166e+00  0.0000e+00    88080384    88080384
  3594.181  9.6140e+00  0.0000e+00    88080384    88080384
  3595.009  9.6113e+00  0.0000e+00    88080384    88080384
  3595.837  9.6087e+00  0.0000e+00    88080384    88080384
  3596.665  9.6060e+00  0.0000e+00    88080384    88080384
  3597.493  9.6034e+00  0.0000e+00    88080384    88080384
  3598.322  9.6008e+00  0.0000e+00    88080384    88080384
  3599.150  9.5981e+00  0.0000e+00    88080384    88080384
  3599.979  9.5955e+00  0.0000e+00    88080384    88080384
  3600.808  9.5929e+00  0.0000e+00    88080384    88080384
  3601.637  9.5903e+00  0.0000e+00    88080384    88080384
  3602.467  9.5877e+00  0.0000e+00    88080384    88080384
  3603.296  9.5851e+00  0.0000e+00    88080384    88080384
  3604.126  9.5825e+00  0.0000e+00    88080384    88080384
  3604.956  9.5799e+00  0.0000e+00    88080384    88080384
  3605.786  9.5773e+00  0.0000e+00    88080384    88080384
  3606.617  9.5747e+00  0.0000e+00    88080384    88080384
  3607.447  9.5721e+00  0.0000e+00    88080384    88080384
  3608.278  9.5695e+00  0.0000e+00    88080384    88080384
  3609.109  9.5670e+00  0.0000e+00    16777216    88080384
  3609.940  9.5644e+00  0.0000e+00    16777216    88080384
  3610.771  9.5618e+00  3.6861e+00           0           0
  3611.603  1.3483e+00  3.5601e+00           0           0
  3612.434  4.7678e+00  3.5215e+00           0           0
  3613.266  9.3448e+00  3.5943e+00           0           0
  3614.098 -1.0862e+00  3.4157e+00           0           0
  3614.931  7.4326e+00  3.2675e+00           0           0
  3615.763  1.9290e+00  3.2532e+00           0           0
  3616.596  2.7443e+00  3.3145e+00           0           0
  3617.429  1.2895e+01  3.5034e+00           0           0
  3618.262  3.3283e-01  3.4221e+00           0           0
  3619.095  6.7020e+00  3.4733e+00           0           0
  3619.928  4.9251e+00  3.4030e+00           0           0
  3620.762 -4.6904e+00  3.1108e+00           0           0
  3621.596 -5.1342e+00  3.0812e+00           0           0
  3622.430  4.8121e+00  3.3000e+00           0           0
  3623.264  7.0769e+00  3.2917e+00           0           0
  3624.098  2.4042e+00  3.1186e+00           0           0
  3624.933  2.0804e+00  2.9161e+00           0           0
  3625.768 -8.4213e-01  2.9115e+00           0           0
  3626.603  2.7310e-01  2.8974e+00           0           0
  3627.438  5.2486e+00  2.9011e+00           0           0
  3628.273  2.9159e+00  2.8853e+00           0           0
  3629.109  4.2103e+00  2.8662e+00           0           0
  3629.944  2.6275e-01  2.7633e+00           0           0
  3630.780 -1.0712e+00  2.6137e+00           0           0
  3631.616  3.6328e+00  2.7519e+00           0           0
  3632.453  9.1111e+00  2.8738e+00           0           0
  3633.289  8.2234e+00  2.9360e+00           0           0
  3634.126  5.2906e+00  2.9804e+00           0           0
  3634.963  6.6933e+00  2.9756e+00           0           0
  3635.800  1.7485e+00  2.9472e+00           0           0
  3636.637  1.2624e+00  2.9390e+00           0           0
  3637.475  7.0156e+00  2.9963e+00           0           0
  3638.312  4.7439e+00  3.0019e+00           0           0
  3639.150  8.0707e+00  2.8882e+00           0           0
  3639.988  1.9255e+00  2.7230e+00           0           0
  3640.826  1.9369e-01  2.6423e+00           0           0
  3641.665  2.4481e+00  2.7237e+00           0           0
  3642.503  3.4769e+00  2.7359e+00           0           0
  3643.342  4.3811e+00  2.6861e+00           0           0
  3644.181  4.4108e+00  2.7403e+00           0           0
  3645.021  9.4782e+00  2.7677e+00           0           0
  3645.860  5.5946e+00  2.7974e+00           0           0
  3646.699 -4.5613e-01  2.4943e+00           0           0
  3647.539  9.9762e-01  2.4678e+00           0           0
  3648.379  5.1976e+00  2.5226e+00           0           0
  3649.219  3.1840e+00  2.5560e+00           0           0
  3650.060  4.7509e+00  2.6381e+00           0           0
  3650.900  3.5399e+00  2.6450e+00           0           0
  3651.741  2.4239e+00  2.6721e+00           0           0
  3652.582  4.6039e+00  2.5576e+00           0           0
  3653.423  6.2628e+00  2.4795e+00           0           0
  3654.264  6.3634e+00  2.5735e+00           0    33554432
  3655.106  4.9104e+00  2.6077e+00           0    33554432
  3655.948  4.2678e+00  2.4798e+00           0           0
  3656.790  3.1582e+00  2.4123e+00           0           0
  3657.632  2.6224e+00  2.2752e+00           0           0
  3658.474  5.0314e+00  2.3476e+00           0           0
  3659.317  2.3768e+00  2.3188e+00           0           0
  3660.159  1.2560e+00  2.2979e+00           0           0
  3661.002  3.6181e+00  2.3312e+00           0           0
  3661.845  2.2566e+00  2.2778e+00           0           0
  3662.688  3.4522e-01  2.4074e+00           0    33554432
  3663.532  7.5433e+00  2.5567e+00           0    33554432
  3664.376  3.8532e+00  2.4875e+00           0           0
  3665.219  3.0101e+00  2.2678e+00           0           0
  3666.063  4.3375e+00  2.2648e+00           0           0
  3666.908  4.9765e+00  2.2321e+00           0           0
  3667.752  4.1553e+00  2.1910e+00           0           0
  3668.597  3.4942e+00  2.1336e+00           0           0
  3669.442  5.6249e+00  2.1355e+00           0           0
  3670.287  2.0454e+00  2.0833e+00           0           0
  3671.132  4.0616e+00  2.0570e+00           0           0
  3671.977  4.3546e+00  2.0783e+00           0           0
  3672.823  1.1786e+00  2.0156e+00           0           0
  3673.669  6.0411e+00  2.1227e+00           0           0
  3674.515  6.6688e+00  2.1545e+00           0           0
  3675.361  7.4123e+00  2.1492e+00           0           0
  3676.207  3.6447e+00  1.9791e+00           0           0
  3677.054  3.2338e+00  1.9410e+00           0           0
  3677.901  8.1661e+00  2.0457e+00           0           0
  3678.747  7.8787e+00  2.0096e+00           0           0
  3679.595  5.9137e+00  1.9562e+00           0           0
  3680.442  7.5359e+00  1.9870e+00           0           0
  3681.290  4.4402e+00  1.8918e+00           0           0
  3682.137  1.6096e+00  1.8250e+00           0           0
  3682.985  3.3137e+00  1.8123e+00           0           0
  3683.833  4.5080e+00  1.8314e+00           0           0
  3684.682  5.8633e+00  1.8524e+00           0           0
  3685.530  3.3139e+00  1.7846e+00           0           0
  3686.379  1.4030e+00  1.7280e+00           0           0
  3687.228  1.4431e+00  1.7558e+00           0           0
  3688.077  2.5994e+00  1.7494e+00           0           0
  3688.926  3.8104e+00  1.7400e+00           0           0
  3689.776  2.2864e+00  1.6867e+00           0           0
  3690.625  2.3892e+00  1.7390e+00           0           0
  3691.475  7.1396e-01  1.6577e+00           0           0
  3692.325  1.8062e+00  1.7220e+00           0           0
  3693.176  5.0731e+00  1.7354e+00           0           0
  3694.026  3.2953e+00  1.7034e+00           0           0
  3694.877  5.9319e+00  1.6879e+00           0           0
  3695.728  3.2643e+00  1.6475e+00           0           0
  3696.579  2.8719e+00  1.6322e+00           0           0
  3697.430  4.7313e+00  1.6496e+00           0           0
  3698.282  5.9315e+00  1.7512e+00           0           0
  3699.133  6.0456e+00  1.7910e+00           0           0
  3699.985  2.1906e+00  1.7579e+00           0           0
  3700.837  7.8180e+00  1.9291e+00           0           0
  3701.689  5.4771e+00  1.8559e+00           0           0
  3702.542  2.2016e+00  1.8001e+00           0           0
  3703.394  4.1528e+00  1.7870e+00           0           0
  3704.247  2.4344e+00  1.7628e+00           0           0
  3705.100  6.4816e+00  1.7687e+00           0           0
  3705.954  4.9989e+00  1.7203e+00           0           0
