# Mean_MJD=56660.209
# RMID=160 SOURCE_TYPE=RM_TILE1
# ZFINAL=0.3593
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0614
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  8.2171e+00  0.0000e+00    83886080    88080384
  3567.796  8.2145e+00  0.0000e+00    83886080    88080384
  3568.617  8.2119e+00  0.0000e+00    88080384    88080384
  3569.439  8.2093e+00  0.0000e+00    88080384    88080384
  3570.261  8.2067e+00  0.0000e+00    88080384    88080384
  3571.083  8.2041e+00  0.0000e+00    88080384    88080384
  3571.906  8.2015e+00  0.0000e+00    88080384    88080384
  3572.728  8.1989e+00  0.0000e+00    88080384    88080384
  3573.551  8.1963e+00  0.0000e+00    88080384    88080384
  3574.374  8.1938e+00  0.0000e+00    88080384    88080384
  3575.197  8.1912e+00  0.0000e+00    88080384    88080384
  3576.020  8.1886e+00  0.0000e+00    88080384    88080384
  3576.844  8.1861e+00  0.0000e+00    88080384    88080384
  3577.668  8.1835e+00  0.0000e+00    88080384    88080384
  3578.491  8.1810e+00  0.0000e+00    88080384    88080384
  3579.315  8.1784e+00  0.0000e+00    88080384    88080384
  3580.140  8.1759e+00  0.0000e+00    88080384    88080384
  3580.964  8.1733e+00  0.0000e+00    88080384    88080384
  3581.789  8.1708e+00  0.0000e+00    88080384    88080384
  3582.614  8.1683e+00  0.0000e+00    88080384    88080384
  3583.439  8.1658e+00  0.0000e+00    88080384    88080384
  3584.264  8.1632e+00  0.0000e+00    88080384    88080384
  3585.089  8.1607e+00  0.0000e+00    88080384    88080384
  3585.915  8.1582e+00  0.0000e+00    88080384    88080384
  3586.741  8.1557e+00  0.0000e+00    88080384    88080384
  3587.567  8.1532e+00  0.0000e+00    88080384    88080384
  3588.393  8.1507e+00  0.0000e+00    88080384    88080384
  3589.219  8.1482e+00  0.0000e+00    88080384    88080384
  3590.046  8.1457e+00  0.0000e+00    88080384    88080384
  3590.872  8.1432e+00  0.0000e+00    88080384    88080384
  3591.699  8.1407e+00  0.0000e+00    88080384    88080384
  3592.526  8.1383e+00  0.0000e+00    88080384    88080384
  3593.354  8.1358e+00  0.0000e+00    88080384    88080384
  3594.181  8.1333e+00  0.0000e+00    88080384    88080384
  3595.009  8.1309e+00  0.0000e+00    88080384    88080384
  3595.837  8.1284e+00  0.0000e+00    88080384    88080384
  3596.665  8.1259e+00  0.0000e+00    88080384    88080384
  3597.493  8.1235e+00  0.0000e+00    88080384    88080384
  3598.322  8.1210e+00  0.0000e+00    88080384    88080384
  3599.150  8.1186e+00  0.0000e+00    88080384    88080384
  3599.979  8.1161e+00  0.0000e+00    88080384    88080384
