# Mean_MJD=58867.438
# RMID=160 SOURCE_TYPE=RM_TILE1
# ZFINAL=0.3593
# EPOCH=87
# PLATE=7338 MJD=58867 FIBERID=0614
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  3.3030e+00  0.0000e+00    83886080    88080384
  3567.796  3.3022e+00  0.0000e+00    88080384    88080384
  3568.617  3.3013e+00  0.0000e+00    88080384    88080384
  3569.439  3.3004e+00  0.0000e+00    88080384    88080384
  3570.261  3.2995e+00  0.0000e+00    88080384    88080384
  3571.083  3.2986e+00  0.0000e+00    88080384    88080384
  3571.906  3.2978e+00  0.0000e+00    88080384    88080384
  3572.728  3.2969e+00  0.0000e+00    88080384    88080384
  3573.551  3.2960e+00  0.0000e+00    88080384    88080384
  3574.374  3.2951e+00  0.0000e+00    88080384    88080384
  3575.197  3.2943e+00  0.0000e+00    88080384    88080384
  3576.020  3.2934e+00  0.0000e+00    88080384    88080384
  3576.844  3.2925e+00  0.0000e+00    88080384    88080384
  3577.668  3.2917e+00  0.0000e+00    88080384    88080384
  3578.491  3.2908e+00  0.0000e+00    88080384    88080384
  3579.315  3.2899e+00  0.0000e+00    88080384    88080384
  3580.140  3.2891e+00  0.0000e+00    16777216    16777216
  3580.964  3.2882e+00  0.0000e+00    16777216    16777216
  3581.789  3.2874e+00  4.5967e+00           0           0
  3582.614  1.0174e+01  4.5435e+00           0           0
  3583.439  1.3689e+01  4.6453e+00           0           0
  3584.264  1.3910e+01  4.5851e+00           0           0
  3585.089  1.2402e+01  4.3723e+00           0           0
  3585.915  1.5217e+01  4.5308e+00           0           0
  3586.741  1.9984e+01  4.3313e+00           0           0
  3587.567  2.4876e+00  4.0070e+00           0           0
  3588.393  6.6257e+00  3.8387e+00           0           0
  3589.219  5.0031e+00  4.0112e+00           0           0
  3590.046  1.0655e+01  4.3359e+00           0           0
  3590.872  1.8927e+01  4.4689e+00           0           0
  3591.699  7.9938e+00  4.2519e+00           0           0
  3592.526  8.8802e+00  4.2159e+00           0           0
  3593.354  1.1794e+01  4.4506e+00           0           0
  3594.181  1.1879e+01  4.3929e+00           0           0
  3595.009  1.7249e+01  4.7293e+00           0           0
  3595.837  1.3611e+01  4.0912e+00           0           0
  3596.665 -3.0857e+00  4.2336e+00           0           0
  3597.493  2.7631e+01  4.5174e+00           0           0
  3598.322  8.7092e+00  4.5173e+00           0           0
  3599.150  2.7999e+01  4.8520e+00           0           0
  3599.979  1.6124e+01  3.9487e+00           0           0
  3600.808 -9.2814e+00  4.0913e+00           0           0
  3601.637  3.1081e+01  4.1102e+00           0           0
  3602.467 -4.9737e+00  4.0966e+00           0           0
  3603.296  2.5370e+01  4.1103e+00           0           0
  3604.126  8.8088e+00  3.9716e+00           0           0
  3604.956  6.4691e+00  4.0430e+00           0           0
  3605.786  2.1692e+01  3.6777e+00           0           0
  3606.617 -9.0560e+00  3.7393e+00           0           0
  3607.447  2.7052e+01  3.8268e+00           0           0
  3608.278 -1.5795e+00  3.6392e+00           0           0
  3609.109  8.2689e+00  3.4403e+00           0           0
  3609.940  9.9613e+00  3.3274e+00           0           0
  3610.771 -6.7897e-01  3.6891e+00           0           0
  3611.603  2.7675e+01  3.8202e+00           0           0
  3612.434  8.9670e-01  3.7492e+00           0           0
  3613.266  1.6476e+01  3.6883e+00           0           0
  3614.098  7.8228e+00  3.6755e+00           0           0
  3614.931  5.4499e+00  3.7103e+00           0           0
  3615.763  1.3580e+01  3.5883e+00           0           0
  3616.596  2.6955e-01  3.8028e+00           0           0
  3617.429  2.4825e+01  3.9253e+00           0           0
  3618.262  2.6105e+00  3.7640e+00           0           0
  3619.095  1.1167e+01  3.7209e+00           0           0
  3619.928  1.9389e+01  3.9976e+00           0           0
  3620.762  7.5675e+00  3.6505e+00           0           0
  3621.596  7.3375e+00  3.3988e+00           0           0
  3622.430  2.4210e+00  3.5883e+00           0      851968
  3623.264  6.5063e+00  3.6845e+00           0      851968
  3624.098  6.1008e+00  3.7874e+00           0      851968
  3624.933  9.4227e+00  4.0016e+00           0      851968
  3625.768  1.3266e+01  4.0434e+00           0      851968
  3626.603  4.8035e+00  3.7202e+00           0      851968
  3627.438  3.4253e+00  3.3431e+00           0      589824
  3628.273  8.6333e+00  3.3416e+00           0           0
  3629.109  8.6888e+00  3.4020e+00           0           0
  3629.944  9.5508e+00  3.4120e+00           0           0
  3630.780  9.5391e+00  3.4376e+00           0           0
  3631.616  4.2738e+00  3.5053e+00           0           0
  3632.453  1.4956e+01  3.7470e+00           0      524288
  3633.289  1.3922e+01  3.7625e+00           0      524288
  3634.126  8.6765e+00  3.4156e+00           0           0
  3634.963  8.2712e+00  3.3198e+00           0           0
  3635.800  9.3199e+00  3.3575e+00           0           0
  3636.637  7.0330e+00  3.4159e+00           0           0
  3637.475  1.3638e+01  3.5539e+00           0           0
  3638.312  1.2560e+01  3.5930e+00           0           0
  3639.150  1.2467e+01  3.4701e+00           0           0
  3639.988  1.2502e+01  3.4167e+00           0           0
  3640.826  1.2416e+01  3.4088e+00           0           0
  3641.665  1.4151e+01  3.3591e+00           0           0
  3642.503  1.0502e+01  3.2631e+00           0           0
  3643.342  1.1830e+01  3.1882e+00           0           0
  3644.181  1.0012e+01  3.1133e+00           0           0
  3645.021  7.8822e+00  3.0035e+00           0           0
  3645.860  9.0161e+00  3.0247e+00           0           0
  3646.699  1.0325e+01  3.0300e+00           0           0
  3647.539  8.3904e+00  2.9821e+00           0           0
  3648.379  1.1082e+01  3.0555e+00           0           0
  3649.219  1.4297e+01  3.2247e+00           0           0
  3650.060  1.3054e+01  3.2299e+00           0           0
  3650.900  9.3290e+00  3.0622e+00           0           0
  3651.741  8.2266e+00  2.9393e+00           0           0
  3652.582  7.3104e+00  2.9084e+00           0           0
  3653.423  1.0790e+01  3.0102e+00           0           0
  3654.264  1.3454e+01  3.1042e+00           0           0
  3655.106  1.1617e+01  3.0312e+00           0           0
  3655.948  7.7227e+00  2.8984e+00           0           0
  3656.790  6.1003e+00  2.7877e+00           0           0
  3657.632  5.2126e+00  2.7851e+00           0           0
  3658.474  1.2643e+01  2.8951e+00           0           0
  3659.317  1.0652e+01  2.8596e+00           0           0
  3660.159  8.7168e+00  2.6924e+00           0           0
  3661.002  8.5418e+00  2.6860e+00           0           0
