# Mean_MJD=57831.769
# RMID=160 SOURCE_TYPE=RM_TILE1
# ZFINAL=0.3593
# EPOCH=62
# PLATE=7338 MJD=57832 FIBERID=0612
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3578.492  1.6506e+01  0.0000e+00    88080384    88080384
  3579.316  1.6502e+01  0.0000e+00    88080384    88080384
  3580.140  1.6498e+01  0.0000e+00    88080384    88080384
  3580.964  1.6494e+01  0.0000e+00    88080384    88670208
  3581.789  1.6490e+01  0.0000e+00    88080384    88670208
  3582.614  1.6486e+01  0.0000e+00    88080384    88670208
  3583.439  1.6482e+01  0.0000e+00    88080384    88080384
  3584.264  1.6478e+01  0.0000e+00    88080384    88670208
  3585.089  1.6474e+01  0.0000e+00    88670208    88670208
  3585.915  1.6471e+01  0.0000e+00    88080384    88670208
  3586.741  1.6467e+01  0.0000e+00    88080384    88670208
  3587.567  1.6463e+01  0.0000e+00    88670208    88670208
  3588.393  1.6459e+01  0.0000e+00    88080384    88670208
  3589.219  1.6455e+01  0.0000e+00    88080384    88670208
  3590.046  1.6451e+01  0.0000e+00    88080384    88670208
  3590.873  1.6447e+01  0.0000e+00    88080384    88670208
  3591.700  1.6443e+01  0.0000e+00    88670208    88670208
  3592.527  1.6439e+01  0.0000e+00    88670208    88670208
  3593.354  1.6435e+01  0.0000e+00    88080384    88670208
  3594.181  1.6431e+01  0.0000e+00    88080384    88080384
  3595.009  1.6427e+01  0.0000e+00    88080384    88080384
  3595.837  1.6424e+01  0.0000e+00    88080384    88670208
  3596.665  1.6420e+01  0.0000e+00    88080384    88670208
  3597.493  1.6416e+01  0.0000e+00    88080384    88080384
  3598.322  1.6412e+01  0.0000e+00    88080384    88080384
  3599.150  1.6408e+01  0.0000e+00    88080384    88080384
  3599.979  1.6404e+01  0.0000e+00    88080384    88080384
  3600.808  1.6400e+01  0.0000e+00    88080384    88080384
  3601.638  1.6396e+01  0.0000e+00    88080384    88670208
  3602.467  1.6393e+01  0.0000e+00    88670208    88670208
  3603.297  1.6389e+01  0.0000e+00    88080384    88670208
  3604.126  1.6385e+01  0.0000e+00    88080384    88080384
  3604.956  1.6381e+01  0.0000e+00    88080384    88080384
  3605.786  1.6377e+01  0.0000e+00    88080384    88080384
  3606.617  1.6374e+01  0.0000e+00    88080384    88670208
  3607.447  1.6370e+01  0.0000e+00    88080384    88670208
  3608.278  1.6366e+01  0.0000e+00    88080384    88670208
  3609.109  1.6362e+01  0.0000e+00    88080384    88080384
  3609.940  1.6358e+01  0.0000e+00    88080384    88080384
  3610.771  1.6355e+01  0.0000e+00    88080384    88080384
  3611.603  1.6351e+01  0.0000e+00    16777216    88080384
  3612.435  1.6347e+01  0.0000e+00    16777216    88670208
  3613.267  1.6343e+01  8.1426e+00      589824      589824
  3614.099  5.9038e+00  4.5395e+00           0      589824
  3614.931  8.0749e+00  4.3744e+00           0           0
  3615.763  1.0152e+01  4.3653e+00           0           0
  3616.596  8.6144e+00  4.3873e+00           0           0
  3617.429  7.8111e+00  4.3430e+00           0           0
  3618.262  1.3310e+01  4.7534e+00           0           0
  3619.095  1.8789e+01  4.8146e+00           0           0
  3619.929  1.5874e+01  4.7397e+00           0           0
  3620.762  7.0311e+00  4.4626e+00           0           0
  3621.596  9.1429e+00  4.4576e+00           0           0
  3622.430  9.6959e+00  4.3870e+00           0           0
  3623.264  9.7742e+00  4.6096e+00           0           0
  3624.099  1.3020e+01  4.6128e+00           0           0
  3624.933  1.5391e+01  5.7798e+00           0      589824
  3625.768  1.0583e+01  4.8692e+00           0      589824
  3626.603  9.4019e+00  4.4939e+00           0           0
