# Mean_MJD=56715.388
# RMID=160 SOURCE_TYPE=RM_TILE1
# ZFINAL=0.3593
# EPOCH= 8
# PLATE=7339 MJD=56715 FIBERID=0611
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974 -4.0069e+00  0.0000e+00    88080384    88080384
  3567.796 -4.0057e+00  0.0000e+00    88080384    88080384
  3568.617 -4.0045e+00  0.0000e+00    88080384    88080384
  3569.439 -4.0033e+00  0.0000e+00    88080384    88080384
  3570.261 -4.0021e+00  0.0000e+00    88080384    88080384
  3571.083 -4.0010e+00  0.0000e+00    88080384    88080384
  3571.906 -3.9998e+00  0.0000e+00    88080384    88080384
  3572.728 -3.9986e+00  0.0000e+00    88080384    88080384
  3573.551 -3.9974e+00  0.0000e+00    88080384    88080384
  3574.374 -3.9963e+00  0.0000e+00    88080384    88080384
  3575.197 -3.9951e+00  0.0000e+00    88080384    88080384
  3576.020 -3.9939e+00  0.0000e+00    88080384    88080384
  3576.844 -3.9928e+00  0.0000e+00    88080384    88080384
  3577.668 -3.9916e+00  0.0000e+00    88080384    88080384
  3578.491 -3.9904e+00  0.0000e+00    88080384    88080384
  3579.315 -3.9893e+00  0.0000e+00    88080384    88080384
  3580.140 -3.9881e+00  0.0000e+00    88080384    88080384
  3580.964 -3.9870e+00  0.0000e+00    88080384    88080384
  3581.789 -3.9858e+00  0.0000e+00    88080384    88080384
  3582.614 -3.9847e+00  0.0000e+00    88080384    88080384
  3583.439 -3.9835e+00  0.0000e+00    88080384    88080384
  3584.264 -3.9824e+00  0.0000e+00    88080384    88080384
  3585.089 -3.9812e+00  0.0000e+00    88080384    88080384
  3585.915 -3.9801e+00  0.0000e+00    88080384    88080384
  3586.741 -3.9789e+00  0.0000e+00    88080384    88080384
  3587.567 -3.9778e+00  0.0000e+00    88080384    88080384
  3588.393 -3.9766e+00  0.0000e+00    88080384    88080384
  3589.219 -3.9755e+00  0.0000e+00    88080384    88080384
  3590.046 -3.9744e+00  0.0000e+00    88080384    88080384
  3590.872 -3.9732e+00  0.0000e+00    88080384    88080384
  3591.699 -3.9721e+00  0.0000e+00    88080384    88080384
  3592.526 -3.9710e+00  0.0000e+00    88080384    88080384
  3593.354 -3.9698e+00  0.0000e+00    88080384    88080384
  3594.181 -3.9687e+00  0.0000e+00    88080384    88080384
  3595.009 -3.9676e+00  0.0000e+00    88080384    88080384
  3595.837 -3.9665e+00  0.0000e+00    88080384    88080384
  3596.665 -3.9653e+00  0.0000e+00    88080384    88080384
  3597.493 -3.9642e+00  0.0000e+00    88080384    88080384
  3598.322 -3.9631e+00  0.0000e+00    88080384    88080384
  3599.150 -3.9620e+00  0.0000e+00    88080384    88080384
  3599.979 -3.9609e+00  0.0000e+00    88080384    88080384
  3600.808 -3.9598e+00  0.0000e+00    88080384    88080384
  3601.637 -3.9587e+00  0.0000e+00    88080384    88080384
  3602.467 -3.9575e+00  0.0000e+00    88080384    88080384
  3603.296 -3.9564e+00  0.0000e+00    88080384    88080384
  3604.126 -3.9553e+00  0.0000e+00    88080384    88080384
  3604.956 -3.9542e+00  0.0000e+00    88080384    88080384
  3605.786 -3.9531e+00  0.0000e+00    88080384    88080384
  3606.617 -3.9520e+00  0.0000e+00    88080384    88080384
  3607.447 -3.9509e+00  0.0000e+00    88080384    88080384
  3608.278 -3.9498e+00  0.0000e+00    88080384    88080384
  3609.109 -3.9487e+00  0.0000e+00    88080384    88080384
  3609.940 -3.9477e+00  0.0000e+00    88080384    88080384
  3610.771 -3.9466e+00  0.0000e+00    88080384    88080384
  3611.603 -3.9455e+00  0.0000e+00    88080384    88080384
  3612.434 -3.9444e+00  0.0000e+00    88080384    88080384
  3613.266 -3.9433e+00  0.0000e+00    88080384    88080384
  3614.098 -3.9422e+00  0.0000e+00    16777216    88080384
  3614.931 -3.9411e+00  0.0000e+00    16777216    16777216
  3615.763 -3.9401e+00  3.0918e+00           0           0
  3616.596  8.4456e+00  3.1870e+00           0           0
  3617.429  2.0577e-01  3.0499e+00           0           0
  3618.262  1.0528e+00  3.0119e+00           0           0
  3619.095  5.6141e+00  3.1546e+00           0           0
  3619.928  5.0033e+00  3.1218e+00           0           0
  3620.762  5.7660e+00  3.1636e+00           0           0
  3621.596  1.1600e+01  3.2128e+00           0           0
  3622.430  1.0927e+00  3.0098e+00           0           0
  3623.264  9.9203e-01  3.0629e+00           0           0
  3624.098  7.2333e+00  3.1157e+00           0           0
  3624.933  7.7154e+00  3.0915e+00           0           0
  3625.768  2.7545e+00  2.8619e+00           0           0
  3626.603  3.1108e+00  2.8575e+00           0           0
  3627.438  6.0361e+00  2.8722e+00           0           0
  3628.273  7.9450e+00  2.7882e+00           0           0
  3629.109  5.2225e+00  2.8049e+00           0           0
  3629.944  6.2451e-01  2.6407e+00           0           0
  3630.780  5.9798e-01  2.6543e+00           0           0
  3631.616  4.5584e+00  2.7534e+00           0           0
  3632.453  6.2074e+00  2.8064e+00           0           0
  3633.289  4.3402e+00  2.8506e+00           0           0
  3634.126  4.5475e+00  2.7467e+00           0           0
  3634.963  5.9114e+00  2.8659e+00           0           0
  3635.800  4.4159e+00  2.8161e+00           0           0
  3636.637  5.5242e+00  2.6975e+00           0           0
  3637.475  1.5419e+00  2.6010e+00           0           0
  3638.312 -5.7156e-02  2.4331e+00           0           0
  3639.150  3.6285e+00  2.6284e+00           0           0
  3639.988  7.7017e+00  2.6778e+00           0           0
  3640.826  6.0242e+00  2.6828e+00           0           0
  3641.665  1.4640e+00  2.4996e+00           0           0
  3642.503  2.2183e-02  2.4273e+00           0           0
  3643.342  1.7431e+00  2.5064e+00           0           0
  3644.181  2.3935e+00  2.3904e+00           0           0
  3645.021  7.1367e-01  2.3441e+00           0           0
  3645.860  7.1938e-01  2.3285e+00           0           0
  3646.699  5.5379e+00  2.4247e+00           0           0
  3647.539  8.0199e-01  2.3451e+00           0           0
  3648.379  2.2239e+00  2.3552e+00           0           0
  3649.219  3.8627e+00  2.4259e+00           0           0
  3650.060  3.9235e+00  2.5240e+00           0           0
  3650.900  7.8421e+00  2.6829e+00           0           0
  3651.741  6.8084e+00  2.6010e+00           0           0
  3652.582  3.3004e+00  2.3861e+00           0           0
  3653.423  1.8794e+00  2.2710e+00           0           0
  3654.264  3.3468e+00  2.2383e+00           0           0
  3655.106  4.8315e+00  2.3069e+00           0           0
  3655.948  2.8173e+00  2.1999e+00           0           0
