# Mean_MJD=56696.778
# RMID=160 SOURCE_TYPE=RM_TILE1
# ZFINAL=0.3593
# EPOCH= 6
# PLATE=7339 MJD=56697 FIBERID=0611
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  5.9784e+00  0.0000e+00    88080384    88080384
  3567.796  5.9768e+00  0.0000e+00    88080384    88080384
  3568.617  5.9752e+00  0.0000e+00    88080384    88080384
  3569.439  5.9735e+00  0.0000e+00    88080384    88080384
  3570.261  5.9719e+00  0.0000e+00    88080384    88080384
  3571.083  5.9702e+00  0.0000e+00    88080384    88080384
  3571.906  5.9686e+00  0.0000e+00    88080384    88080384
  3572.728  5.9670e+00  0.0000e+00    88080384    88080384
  3573.551  5.9653e+00  0.0000e+00    88080384    88080384
  3574.374  5.9637e+00  0.0000e+00    88080384    88080384
  3575.197  5.9621e+00  0.0000e+00    88080384    88145920
  3576.020  5.9605e+00  0.0000e+00    88080384    88145920
  3576.844  5.9588e+00  0.0000e+00    88080384    88145920
  3577.668  5.9572e+00  0.0000e+00    88080384    88932352
  3578.491  5.9556e+00  0.0000e+00    88080384    88932352
  3579.315  5.9540e+00  0.0000e+00    88080384    88932352
  3580.140  5.9524e+00  0.0000e+00    88080384    88932352
  3580.964  5.9508e+00  0.0000e+00    88080384    88932352
  3581.789  5.9492e+00  0.0000e+00    88080384    88932352
  3582.614  5.9476e+00  0.0000e+00    88080384    88932352
  3583.439  5.9460e+00  0.0000e+00    88080384    88932352
  3584.264  5.9444e+00  0.0000e+00    88080384    88145920
  3585.089  5.9428e+00  0.0000e+00    88080384    88080384
  3585.915  5.9412e+00  0.0000e+00    88080384    88080384
  3586.741  5.9396e+00  0.0000e+00    88080384    88080384
  3587.567  5.9380e+00  0.0000e+00    88080384    88080384
  3588.393  5.9364e+00  0.0000e+00    88080384    88080384
  3589.219  5.9349e+00  0.0000e+00    88080384    88080384
  3590.046  5.9333e+00  0.0000e+00    88080384    88080384
  3590.872  5.9317e+00  0.0000e+00    88080384    88080384
  3591.699  5.9301e+00  0.0000e+00    88080384    88080384
  3592.526  5.9286e+00  0.0000e+00    88080384    88080384
