# Mean_MJD=56669.500
# RMID=160 SOURCE_TYPE=RM_TILE1
# ZFINAL=0.3593
# EPOCH= 3
# PLATE=7338 MJD=56669 FIBERID=0608
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974 -1.3828e+01  0.0000e+00    83886080    83886080
  3567.796 -1.3824e+01  0.0000e+00    83886080    83886080
  3568.617 -1.3820e+01  0.0000e+00    83886080    88080384
  3569.439 -1.3816e+01  0.0000e+00    88080384    88080384
  3570.261 -1.3812e+01  0.0000e+00    88080384    88080384
  3571.083 -1.3808e+01  0.0000e+00    88080384    88080384
  3571.906 -1.3804e+01  0.0000e+00    88080384    88080384
  3572.728 -1.3800e+01  0.0000e+00    88080384    88080384
  3573.551 -1.3796e+01  0.0000e+00    88080384    88080384
  3574.374 -1.3792e+01  0.0000e+00    88080384    88080384
  3575.197 -1.3789e+01  0.0000e+00    88080384    88080384
  3576.020 -1.3785e+01  0.0000e+00    88080384    88080384
  3576.844 -1.3781e+01  0.0000e+00    88080384    88080384
  3577.668 -1.3777e+01  0.0000e+00    88080384    88080384
  3578.491 -1.3773e+01  0.0000e+00    88080384    88080384
  3579.315 -1.3769e+01  0.0000e+00    88080384    88080384
  3580.140 -1.3765e+01  0.0000e+00    88080384    88080384
  3580.964 -1.3761e+01  0.0000e+00    88080384    88080384
  3581.789 -1.3758e+01  0.0000e+00    88080384    88080384
  3582.614 -1.3754e+01  0.0000e+00    88080384    88080384
  3583.439 -1.3750e+01  0.0000e+00    88080384    88080384
  3584.264 -1.3746e+01  0.0000e+00    88080384    88080384
  3585.089 -1.3742e+01  0.0000e+00    88080384    88080384
  3585.915 -1.3738e+01  0.0000e+00    88080384    88080384
  3586.741 -1.3734e+01  0.0000e+00    88080384    88080384
  3587.567 -1.3731e+01  0.0000e+00    88080384    88080384
  3588.393 -1.3727e+01  0.0000e+00    88080384    88080384
  3589.219 -1.3723e+01  0.0000e+00    88080384    88080384
  3590.046 -1.3719e+01  0.0000e+00    88080384    88080384
  3590.872 -1.3715e+01  0.0000e+00    88080384    88080384
  3591.699 -1.3712e+01  0.0000e+00    88080384    88080384
  3592.526 -1.3708e+01  0.0000e+00    88080384    88080384
  3593.354 -1.3704e+01  0.0000e+00    88080384    88080384
  3594.181 -1.3700e+01  0.0000e+00    88080384    88080384
  3595.009 -1.3697e+01  0.0000e+00    88080384    88080384
  3595.837 -1.3693e+01  0.0000e+00    88080384    88080384
  3596.665 -1.3689e+01  0.0000e+00    88080384    88080384
  3597.493 -1.3685e+01  0.0000e+00    88080384    88080384
  3598.322 -1.3682e+01  0.0000e+00    88080384    88080384
  3599.150 -1.3678e+01  0.0000e+00    88080384    88080384
  3599.979 -1.3674e+01  0.0000e+00    88080384    88080384
  3600.808 -1.3670e+01  0.0000e+00    88080384    88080384
  3601.637 -1.3667e+01  0.0000e+00    88080384    88080384
  3602.467 -1.3663e+01  0.0000e+00    88080384    88080384
  3603.296 -1.3659e+01  0.0000e+00    88080384    88080384
  3604.126 -1.3656e+01  0.0000e+00    88080384    88080384
  3604.956 -1.3652e+01  0.0000e+00    88080384    88080384
  3605.786 -1.3648e+01  0.0000e+00    88080384    88145920
  3606.617 -1.3645e+01  0.0000e+00    88080384    88145920
  3607.447 -1.3641e+01  0.0000e+00    88080384    88145920
  3608.278 -1.3637e+01  0.0000e+00    88080384    88145920
  3609.109 -1.3634e+01  0.0000e+00    88080384    88145920
  3609.940 -1.3630e+01  0.0000e+00    88080384    88145920
  3610.771 -1.3626e+01  0.0000e+00    88080384    88080384
  3611.603 -1.3623e+01  0.0000e+00    16777216    88080384
  3612.434 -1.3619e+01  0.0000e+00    16777216    88080384
  3613.266 -1.3615e+01  1.0660e+01           0           0
  3614.098 -2.5911e+01  1.0236e+01           0           0
  3614.931  9.1217e+00  1.0293e+01           0           0
  3615.763  3.5431e+00  9.9653e+00           0           0
  3616.596  9.8416e+00  1.0059e+01           0           0
  3617.429  4.2567e+00  9.5159e+00           0           0
  3618.262  2.0812e+00  9.5408e+00           0           0
  3619.095  6.6651e+00  9.2766e+00           0           0
  3619.928 -8.1520e+00  9.0724e+00           0           0
  3620.762  1.2962e+01  9.0915e+00           0           0
  3621.596  1.1069e+01  8.9562e+00           0           0
  3622.430  3.2133e+00  8.6384e+00           0           0
  3623.264  4.3324e+00  8.7100e+00           0           0
  3624.098  9.5369e+00  8.5699e+00           0           0
  3624.933  7.6446e+00  8.5055e+00           0           0
  3625.768  8.4745e-02  8.3765e+00           0           0
  3626.603 -4.7833e+00  8.3848e+00           0           0
  3627.438  9.7422e-01  8.5558e+00           0           0
  3628.273  7.0264e+00  8.8447e+00           0           0
  3629.109  1.0823e+01  9.2805e+00           0           0
  3629.944  1.6010e+01  8.9613e+00           0           0
  3630.780 -1.3950e+01  8.5497e+00           0           0
  3631.616 -6.7052e+00  8.8874e+00           0           0
  3632.453  4.7161e+00  8.5855e+00           0           0
  3633.289  1.5394e+01  9.3649e+00           0           0
  3634.126  1.3887e+01  8.5245e+00           0           0
  3634.963 -1.7697e+01  8.1997e+00           0           0
  3635.800  1.5350e+01  8.4167e+00           0           0
  3636.637 -7.0764e+00  8.1451e+00           0           0
  3637.475  2.1464e+00  8.2014e+00           0           0
  3638.312  1.2332e+01  8.0773e+00           0           0
  3639.150 -6.9577e+00  7.7360e+00           0           0
  3639.988  8.1561e+00  8.0965e+00           0           0
  3640.826  1.3626e+01  8.4825e+00           0           0
  3641.665  1.1810e+01  8.1657e+00           0           0
  3642.503  3.0953e+00  7.5736e+00           0           0
  3643.342 -4.4074e+00  7.2279e+00           0           0
  3644.181  3.9633e+00  7.2833e+00           0           0
  3645.021  2.1902e+01  7.4762e+00           0           0
  3645.860 -8.3151e+00  7.1038e+00           0           0
  3646.699  1.4127e+01  7.0934e+00           0           0
  3647.539  1.1000e+01  7.2684e+00           0           0
  3648.379 -2.3660e+00  6.7847e+00           0           0
  3649.219  7.0530e+00  7.2379e+00           0           0
  3650.060  4.6172e+00  7.4721e+00           0           0
  3650.900  4.0480e+00  7.7798e+00           0           0
  3651.741  1.3612e+01  8.0419e+00           0           0
  3652.582  8.3330e+00  7.5382e+00           0           0
  3653.423  1.1220e+00  7.1391e+00           0           0
  3654.264  9.6636e+00  7.3203e+00           0           0
  3655.106  2.0178e+01  7.5639e+00           0           0
  3655.948  1.3537e+01  7.2744e+00           0           0
  3656.790  6.4574e+00  6.8785e+00           0           0
  3657.632  4.3522e+00  6.4384e+00           0           0
  3658.474 -7.5809e+00  6.2351e+00           0           0
  3659.317 -1.3538e+01  6.2372e+00           0           0
  3660.159  1.6513e+01  6.5677e+00           0           0
  3661.002 -6.6170e-01  6.3585e+00           0           0
  3661.845  1.0980e+01  6.3710e+00           0           0
  3662.688 -5.4758e+00  6.1482e+00           0           0
  3663.532 -8.3803e+00  6.0467e+00           0           0
  3664.376  2.1024e+01  6.6662e+00           0           0
  3665.219  7.6975e+00  6.3899e+00           0           0
  3666.063  1.0775e+01  6.0303e+00           0           0
  3666.908  8.6088e+00  6.0553e+00           0       65536
  3667.752  8.0154e+00  5.7606e+00           0       65536
  3668.597  3.3708e+00  5.7995e+00           0       65536
  3669.442 -3.7626e+00  5.3938e+00           0       65536
  3670.287  2.8432e+00  5.3917e+00           0       65536
  3671.132  2.2821e+00  5.3457e+00           0       65536
  3671.977  7.4625e+00  5.4977e+00           0       65536
  3672.823  7.4649e+00  5.5934e+00           0       65536
  3673.669  7.3524e+00  5.5139e+00           0       65536
  3674.515  8.8532e+00  5.5337e+00           0       65536
  3675.361  2.5284e-01  5.2716e+00           0       65536
  3676.207 -1.3861e+00  5.3618e+00           0           0
  3677.054  6.0602e+00  5.3301e+00           0           0
  3677.901  6.2182e+00  5.3936e+00           0           0
  3678.747  5.7420e+00  5.2003e+00           0           0
  3679.595  5.7076e+00  5.1326e+00           0           0
  3680.442 -4.2639e+00  4.9361e+00           0           0
  3681.290  1.3401e+01  5.5930e+00           0    33554432
  3682.137  1.0846e+01  5.4359e+00           0    33554432
  3682.985  2.7248e+00  4.8970e+00           0           0
  3683.833 -7.1436e-01  4.7731e+00           0           0
  3684.682  7.4350e-01  4.9477e+00           0           0
  3685.530  5.8399e+00  4.9919e+00           0           0
  3686.379  1.1613e-01  4.8879e+00           0           0
  3687.228  2.0426e+00  4.9674e+00           0           0
  3688.077  2.5810e+00  4.9118e+00           0           0
  3688.926  5.9917e+00  5.0834e+00           0           0
  3689.776  1.2189e+01  5.1166e+00           0           0
  3690.625  7.3914e+00  4.9533e+00           0           0
  3691.475  7.3269e+00  4.7446e+00           0           0
  3692.325  5.3460e+00  4.9511e+00           0           0
  3693.176  4.7684e+00  4.8216e+00           0           0
  3694.026  5.4302e+00  5.0447e+00           0           0
