# Mean_MJD=56755.341
# RMID=160 SOURCE_TYPE=RM_TILE1
# ZFINAL=0.3593
# EPOCH=18
# PLATE=7339 MJD=56755 FIBERID=0621
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  1.3904e+00  0.0000e+00    88080384    88080384
  3567.796  1.3900e+00  0.0000e+00    88080384    88080384
  3568.617  1.3897e+00  0.0000e+00    88080384    88080384
  3569.439  1.3893e+00  0.0000e+00    88080384    88080384
  3570.261  1.3889e+00  0.0000e+00    88080384    88080384
  3571.083  1.3886e+00  0.0000e+00    88080384    88080384
  3571.906  1.3882e+00  0.0000e+00    88080384    88080384
  3572.728  1.3878e+00  0.0000e+00    88080384    88080384
  3573.551  1.3875e+00  0.0000e+00    88080384    88080384
  3574.374  1.3871e+00  0.0000e+00    88080384    88080384
  3575.197  1.3867e+00  0.0000e+00    88080384    88080384
  3576.020  1.3863e+00  0.0000e+00    88080384    88080384
  3576.844  1.3860e+00  0.0000e+00    88080384    88080384
  3577.668  1.3856e+00  0.0000e+00    88080384    88080384
  3578.491  1.3853e+00  0.0000e+00    88080384    88080384
  3579.315  1.3849e+00  0.0000e+00    88080384    88080384
  3580.140  1.3845e+00  0.0000e+00    88080384    88080384
  3580.964  1.3842e+00  0.0000e+00    88080384    88080384
  3581.789  1.3838e+00  0.0000e+00    88080384    88080384
  3582.614  1.3834e+00  0.0000e+00    88080384    88080384
  3583.439  1.3831e+00  0.0000e+00    88080384    88080384
  3584.264  1.3827e+00  0.0000e+00    88080384    88080384
  3585.089  1.3824e+00  0.0000e+00    88080384    88080384
  3585.915  1.3820e+00  0.0000e+00    88080384    88080384
  3586.741  1.3816e+00  0.0000e+00    88080384    88080384
  3587.567  1.3813e+00  0.0000e+00    88080384    88080384
  3588.393  1.3809e+00  0.0000e+00    88080384    88080384
  3589.219  1.3806e+00  0.0000e+00    88080384    88080384
  3590.046  1.3802e+00  0.0000e+00    88080384    88080384
  3590.872  1.3799e+00  0.0000e+00    88080384    88080384
  3591.699  1.3795e+00  0.0000e+00    88080384    88080384
  3592.526  1.3791e+00  0.0000e+00    88080384    88080384
  3593.354  1.3788e+00  0.0000e+00    88080384    88080384
  3594.181  1.3784e+00  0.0000e+00    88080384    88080384
  3595.009  1.3781e+00  0.0000e+00    88080384    88080384
  3595.837  1.3777e+00  0.0000e+00    88080384    88080384
  3596.665  1.3774e+00  0.0000e+00    88080384    88080384
  3597.493  1.3770e+00  0.0000e+00    88080384    88080384
  3598.322  1.3767e+00  0.0000e+00    88080384    88080384
  3599.150  1.3763e+00  0.0000e+00    88080384    88080384
  3599.979  1.3760e+00  0.0000e+00    88080384    88080384
  3600.808  1.3756e+00  0.0000e+00    88080384    88080384
  3601.637  1.3753e+00  0.0000e+00    88080384    88080384
  3602.467  1.3749e+00  0.0000e+00    88080384    88080384
  3603.296  1.3746e+00  0.0000e+00    88080384    88080384
  3604.126  1.3742e+00  0.0000e+00    88080384    88080384
  3604.956  1.3739e+00  0.0000e+00    88080384    88080384
  3605.786  1.3735e+00  0.0000e+00    88080384    88080384
  3606.617  1.3732e+00  0.0000e+00    88080384    88080384
  3607.447  1.3729e+00  0.0000e+00    88080384    88080384
  3608.278  1.3725e+00  0.0000e+00    88080384    88080384
  3609.109  1.3722e+00  0.0000e+00    88080384    88080384
  3609.940  1.3718e+00  0.0000e+00    88080384    88080384
  3610.771  1.3715e+00  0.0000e+00    88080384    88080384
  3611.603  1.3711e+00  0.0000e+00    16777216    88080384
  3612.434  1.3708e+00  0.0000e+00    16777216    83886080
  3613.266  1.3705e+00  3.9601e+00           0           0
  3614.098 -2.2286e+00  3.8473e+00           0           0
  3614.931  2.7888e+00  3.8927e+00           0           0
  3615.763  3.8872e+00  4.0127e+00           0           0
  3616.596  1.8573e+01  4.0432e+00           0           0
  3617.429  8.7358e+00  3.7023e+00           0           0
  3618.262  4.0119e+00  3.6876e+00           0           0
  3619.095  5.7901e+00  3.6071e+00           0           0
  3619.928  3.7647e+00  3.5542e+00           0           0
  3620.762 -3.3251e+00  3.4134e+00           0           0
  3621.596 -3.2356e+00  3.5213e+00           0           0
  3622.430  2.3930e+00  3.6350e+00           0           0
  3623.264  1.7685e+00  3.4906e+00           0           0
  3624.098 -9.3442e-01  3.5478e+00           0           0
  3624.933 -1.2938e+00  3.3435e+00           0           0
  3625.768  9.5671e-01  3.4446e+00           0           0
  3626.603  4.3019e+00  3.4180e+00           0           0
  3627.438  2.5541e+00  3.2844e+00           0           0
  3628.273  5.9365e+00  3.3229e+00           0           0
  3629.109  5.4952e+00  3.2284e+00           0           0
  3629.944  3.2497e+00  3.1843e+00           0           0
  3630.780  6.6081e+00  3.2778e+00           0           0
  3631.616  8.7870e+00  3.2991e+00           0           0
  3632.453  1.0875e+01  3.3088e+00           0           0
  3633.289  8.9193e+00  3.2698e+00           0           0
  3634.126  3.4604e+00  3.0796e+00           0           0
  3634.963  1.5974e+00  3.0586e+00           0           0
  3635.800  4.3376e+00  3.0510e+00           0           0
  3636.637  6.2187e-01  3.0015e+00           0           0
  3637.475  6.6286e+00  3.3057e+00           0    33554432
  3638.312  8.4179e+00  3.4470e+00           0    33554432
  3639.150  1.4237e+00  3.2579e+00           0           0
  3639.988 -3.0902e+00  3.1691e+00           0    33554432
  3640.826  2.8174e+00  3.2163e+00           0    33554432
  3641.665  5.1036e+00  3.0265e+00           0           0
  3642.503 -3.7616e-01  2.9946e+00           0           0
  3643.342  1.1224e+01  3.1850e+00           0           0
  3644.181  1.2171e+01  3.0656e+00           0           0
  3645.021  4.8988e+00  2.9790e+00           0           0
  3645.860  8.6570e+00  3.0065e+00           0           0
  3646.699  6.4087e+00  2.8258e+00           0           0
  3647.539 -7.1176e-02  2.6188e+00           0           0
  3648.379 -3.1275e-01  2.5844e+00           0           0
  3649.219  3.8260e+00  2.6885e+00           0           0
  3650.060  5.8358e+00  2.8940e+00           0           0
  3650.900  3.7978e+00  2.8625e+00           0           0
  3651.741  3.4413e+00  2.8053e+00           0           0
  3652.582  2.4297e+00  2.7152e+00           0           0
  3653.423  1.5585e+00  2.6692e+00           0           0
  3654.264  3.8269e+00  2.6586e+00           0           0
  3655.106  7.3816e+00  2.7488e+00           0           0
  3655.948  7.9783e+00  2.7883e+00           0           0
  3656.790  5.3342e+00  2.6973e+00           0           0
  3657.632  1.3557e+00  2.6119e+00           0           0
  3658.474  7.1554e+00  2.6776e+00           0           0
  3659.317  7.0963e+00  2.7743e+00           0           0
  3660.159  1.5641e+00  2.6090e+00           0           0
  3661.002  3.0017e+00  2.6571e+00           0           0
  3661.845  6.8758e+00  2.7413e+00           0           0
  3662.688  3.3853e+00  2.6675e+00           0           0
  3663.532  3.8628e+00  2.6201e+00           0           0
  3664.376  6.9950e+00  2.5347e+00           0           0
  3665.219  7.9262e+00  2.5807e+00           0           0
  3666.063  6.8126e+00  2.4832e+00           0           0
  3666.908  8.1921e+00  2.5258e+00           0           0
  3667.752  5.0223e+00  2.4163e+00           0           0
  3668.597  6.6522e+00  2.4243e+00           0           0
  3669.442  6.3372e+00  2.3900e+00           0           0
  3670.287  3.3993e+00  2.3603e+00           0           0
  3671.132  2.6048e+00  2.2488e+00           0           0
  3671.977  1.4926e+00  2.2289e+00           0           0
  3672.823  2.0396e+00  2.2446e+00           0           0
  3673.669  5.0656e+00  2.2839e+00           0           0
  3674.515  6.9207e+00  2.3588e+00           0           0
  3675.361  7.1315e+00  2.3666e+00           0           0
  3676.207  6.6324e+00  2.3494e+00           0           0
  3677.054  3.7681e+00  2.2644e+00           0           0
  3677.901  3.5859e+00  2.2625e+00           0           0
  3678.747  8.4373e-01  2.1251e+00           0           0
  3679.595  4.6601e+00  2.2003e+00           0           0
  3680.442  9.1875e+00  2.1936e+00           0           0
  3681.290  4.3373e+00  2.1325e+00           0           0
  3682.137  1.7651e+00  2.0425e+00           0           0
  3682.985  3.1092e+00  2.0784e+00           0           0
  3683.833  4.1325e+00  2.1462e+00           0           0
  3684.682  6.4430e+00  2.1038e+00           0           0
  3685.530  7.4424e+00  2.1079e+00           0           0
  3686.379  5.4460e+00  2.0283e+00           0           0
  3687.228  7.3792e+00  2.0396e+00           0           0
  3688.077  5.4055e+00  1.9792e+00           0           0
  3688.926  3.9449e+00  1.9334e+00           0           0
  3689.776  2.8249e+00  1.9316e+00           0           0
  3690.625  2.8604e+00  1.9277e+00           0           0
  3691.475  4.0789e+00  1.9373e+00           0           0
  3692.325  1.4979e+00  1.8490e+00           0           0
  3693.176 -1.7413e+00  1.7913e+00           0           0
  3694.026  3.8339e-01  1.8839e+00           0           0
  3694.877  4.1541e+00  1.9995e+00           0           0
  3695.728  4.5253e+00  2.0155e+00           0           0
  3696.579  2.6775e+00  1.9788e+00           0           0
  3697.430  5.7050e+00  2.0235e+00           0           0
  3698.282  6.2520e+00  1.9878e+00           0           0
  3699.133  7.6120e+00  2.0657e+00           0           0
  3699.985  5.0039e+00  2.0764e+00           0           0
  3700.837  6.1929e-01  2.0391e+00           0           0
