# Mean_MJD=57518.313
# RMID=160 SOURCE_TYPE=RM_TILE1
# ZFINAL=0.3593
# EPOCH=53
# PLATE=7339 MJD=57518 FIBERID=0611
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  1.9378e+01  0.0000e+00    83886080    83886080
  3567.796  1.9372e+01  0.0000e+00    83886080    83886080
  3568.617  1.9366e+01  0.0000e+00    83886080    83886080
  3569.439  1.9360e+01  0.0000e+00    83886080    83886080
  3570.261  1.9354e+01  0.0000e+00    83886080    83886080
  3571.083  1.9348e+01  0.0000e+00    83886080    88080384
  3571.906  1.9342e+01  0.0000e+00    88080384    88080384
  3572.728  1.9336e+01  0.0000e+00    88080384    88080384
  3573.551  1.9330e+01  0.0000e+00    88080384    88080384
  3574.374  1.9324e+01  0.0000e+00    88080384    88080384
  3575.197  1.9318e+01  0.0000e+00    88080384    88080384
  3576.020  1.9312e+01  0.0000e+00    88080384    88080384
  3576.844  1.9306e+01  0.0000e+00    88080384    88080384
  3577.668  1.9300e+01  0.0000e+00    88080384    88080384
  3578.491  1.9294e+01  0.0000e+00    88080384    88080384
  3579.315  1.9288e+01  0.0000e+00    88080384    88080384
  3580.140  1.9282e+01  0.0000e+00    88080384    88080384
  3580.964  1.9276e+01  0.0000e+00    88080384    88080384
  3581.789  1.9270e+01  0.0000e+00    88080384    88080384
  3582.614  1.9264e+01  0.0000e+00    88080384    88080384
  3583.439  1.9258e+01  0.0000e+00    88080384    88080384
  3584.264  1.9252e+01  0.0000e+00    88080384    88080384
  3585.089  1.9246e+01  0.0000e+00    88080384    88080384
  3585.915  1.9241e+01  0.0000e+00    88080384    88080384
  3586.741  1.9235e+01  0.0000e+00    88080384    88080384
  3587.567  1.9229e+01  0.0000e+00    88080384    88080384
  3588.393  1.9223e+01  0.0000e+00    88080384    88080384
  3589.219  1.9217e+01  0.0000e+00    88080384    88080384
  3590.046  1.9211e+01  0.0000e+00    88080384    88080384
  3590.872  1.9206e+01  0.0000e+00    88080384    88080384
  3591.699  1.9200e+01  0.0000e+00    88080384    88080384
  3592.526  1.9194e+01  0.0000e+00    88080384    88080384
  3593.354  1.9188e+01  0.0000e+00    88080384    88080384
  3594.181  1.9182e+01  0.0000e+00    88080384    88080384
  3595.009  1.9177e+01  0.0000e+00    88080384    88080384
  3595.837  1.9171e+01  0.0000e+00    88080384    88080384
  3596.665  1.9165e+01  0.0000e+00    88080384    88080384
  3597.493  1.9159e+01  0.0000e+00    88080384    88080384
  3598.322  1.9154e+01  0.0000e+00    88080384    88080384
  3599.150  1.9148e+01  0.0000e+00    88080384    88080384
  3599.979  1.9142e+01  0.0000e+00    88080384    88080384
